country,country_code,year,exports_pct_gdp,gdp,gdp_per_capita,imports_usd,population,poverty_rate,tertiary_education
Colombia,COL,2017,15.145289748400547,311866875156.8792,6479.532312924286,62802582423.51392,48131078.0,35.9,58.3960418701172
Colombia,COL,2018,15.899719677543123,334198218098.27594,6816.968183095439,68961912988.8708,49024465.0,35.5,57.3205413818359
Colombia,COL,2019,15.868038654124076,323031701192.83997,6472.545449247049,70067176051.04057,49907985.0,36.5,56.6663017272949
Colombia,COL,2020,13.522275559330216,270348342541.4654,5339.687113579434,55511423806.50885,50629997.0,43.1,55.7331085205078
Colombia,COL,2021,16.19700595488641,318524633225.39514,6222.621643976142,76006795312.1819,51188173.0,39.7,58.3159217834473
Colombia,COL,2022,20.388367993833096,345632492851.4475,6680.445068544809,96411719930.82149,51737944.0,36.6,59.2901382446289
Colombia,COL,2023,17.83167840702983,366291836137.9164,7000.836605010462,82622449840.55544,52321152.0,34.6,
Colombia,COL,2024,16.099298718331127,418818154879.2711,7919.2088682534495,87642599036.7462,52886363.0,31.8,
Costa Rica,CRI,2015,29.995657864798332,56441920820.519424,11714.710598073205,17360351863.90629,4818038.0,23.6,51.2845802307129
Costa Rica,CRI,2016,31.26009630038449,58847019609.6549,12091.030160615413,18194546245.819607,4866998.0,22.9,51.6516418457031
Costa Rica,CRI,2017,32.762683147986266,60516044656.5206,12317.090277130377,19552292622.008064,4913177.0,22.1,54.4492301940918
Costa Rica,CRI,2018,33.73851077615363,62420164991.537445,12590.24937816141,20727758848.770508,4957818.0,22.9,52.6140899658203
Costa Rica,CRI,2019,34.32532155933081,64417670521.35451,12884.685995198872,20249829012.38887,4999553.0,23.9,55.0202903747559
Costa Rica,CRI,2020,31.906497657805854,62395610760.04924,12394.049396949189,17616395250.952404,5034320.0,30.0,
Costa Rica,CRI,2021,36.17635702696537,64960725734.19655,12838.11853589308,22479844457.511776,5059988.0,26.2,
Costa Rica,CRI,2022,42.40519611443936,69243626028.59358,13625.900849132848,27574429707.119072,5081765.0,25.5,
Costa Rica,CRI,2023,38.91563203514906,86497941439.01744,16942.026811937547,29025566715.669933,5105525.0,24.4,
Costa Rica,CRI,2024,38.5317940509141,95350423176.59622,18587.15322034816,31274194799.58924,5129910.0,20.3,
Costa Rica,CRI,2025,,,,,,17.1,
Cuba,CUB,2015,17.14738881339748,87132800000.0,7727.919972079983,12605000000.0,11275065.0,,36.7510276842099
Cuba,CUB,2016,14.98253134098135,91370407900.0,8110.558742836164,11226300000.0,11265612.0,,35.0523986816406
Cuba,CUB,2017,14.55127048053246,96850649700.0,8610.608296054288,11303600000.0,11247829.0,,41.1702416547293
Cuba,CUB,2018,14.522733390597947,100050036100.0,8911.462059987256,12567100000.0,11227118.0,,42.3506387045364
Cuba,CUB,2019,12.213374379759367,103427600000.0,9232.261159351829,10971100000.0,11202846.0,,44.7791807576091
Cuba,CUB,2020,8.168455175497428,107352000000.0,9605.27914559614,8067000000.0,11176354.0,,46.7357262964117
Cuba,CUB,2021,34.893565509575986,,,,11122168.0,,51.8885571735926
Cuba,CUB,2022,40.4896279061686,,,,11059820.0,,
Cuba,CUB,2023,45.62676748491043,,,,11019931.0,,49.7285704304293
Cuba,CUB,2024,42.47016330210613,,,,10979783.0,,43.1040700506779
Dominican Republic,DOM,2015,24.036834723654284,70966782572.4386,6800.953093954736,20090901341.77446,10434829.0,,51.7471143700009
Dominican Republic,DOM,2016,24.193867038629165,75552902635.70749,7160.442009823075,20804844202.61319,10551430.0,34.8,54.498998211862
Dominican Republic,DOM,2017,24.17975196380343,79070274743.16579,7412.715715715117,21016707908.414375,10666843.0,31.2,59.9155940980465
Dominican Republic,DOM,2018,23.99308964376905,84994732049.34607,7882.982215849437,24089276069.984497,10782053.0,28.3,
Dominican Republic,DOM,2019,23.325332586795007,89146130744.72299,8183.016236003749,24593322194.20512,10894043.0,25.8,
Dominican Republic,DOM,2020,18.797207241504797,78546672406.82909,7135.222732558986,20371828906.57407,11008300.0,30.4,58.7264105314523
Dominican Republic,DOM,2021,21.528299798604344,94850719516.71269,8527.075485820502,28855223090.105003,11123476.0,30.7,56.4690832383051
Dominican Republic,DOM,2022,22.026186619824056,113478087134.79988,10104.244934908073,36712443290.83622,11230734.0,27.7,55.1665311527454
Dominican Republic,DOM,2023,21.323316532040074,120456239153.73875,10630.431743829022,34354476733.33618,11331265.0,23.0,58.2428049803824
Dominican Republic,DOM,2024,22.767927398192118,124282245638.56845,10875.661844309196,36061223105.13434,11427557.0,19.0,57.6509476207267
Dominican Republic,DOM,2025,,,,,,17.3,
Ecuador,ECU,2015,22.754485726599025,97209558000.0,5976.159680565097,24373891000.0,16266225.0,23.3,44.5371492743653
Ecuador,ECU,2016,20.53929115588997,97671433000.0,5917.63771271481,19529599000.0,16505139.0,22.9,
Ecuador,ECU,2017,21.485587391276937,104467486000.0,6233.322447977176,23120886000.0,16759519.0,21.5,
Ecuador,ECU,2018,23.543870134732696,107478961000.0,6303.918866583376,26295241000.0,17049547.0,23.2,47.3311832253279
Ecuador,ECU,2019,24.04863459857134,107595830000.0,6205.057652467664,25859813000.0,17340021.0,25.0,47.2627814012203
Ecuador,ECU,2020,23.283562164242387,95865473000.0,5463.645153485981,19849664000.0,17546065.0,33.0,56.9066311483682
Ecuador,ECU,2021,27.065975584002526,107179074000.0,6061.323501817112,28075880000.0,17682454.0,27.7,
Ecuador,ECU,2022,30.92524569282866,116133121000.0,6515.585284183364,35949643000.0,17823897.0,25.2,59.879782344866
Ecuador,ECU,2023,28.56592958754252,121147057000.0,6737.847483796376,34444318000.0,17980083.0,26.0,67.8851161961618
Ecuador,ECU,2024,30.278600678466823,124676074700.0,6874.705739765999,33568458200.0,18135478.0,28.0,
Ecuador,ECU,2025,,,,,,21.4,
El Salvador,SLV,2015,29.48617302323041,23438240000.0,3790.3408910816156,11033340000.0,6183676.0,,27.3929262374809
El Salvador,SLV,2016,28.45859050085092,24191430000.0,3901.3401496581087,10731440000.0,6200800.0,,27.1794802471695
El Salvador,SLV,2017,29.029764375866474,24979190000.0,4020.1267137391883,11309300000.0,6213533.0,,27.6409104549006
El Salvador,SLV,2018,28.934373781025602,26020850000.0,4183.546209713581,12151540000.0,6219807.0,,28.194336537252
El Salvador,SLV,2019,29.95590960800026,26881140000.0,4320.116715346275,12388470000.0,6222318.0,,28.5178063545936
El Salvador,SLV,2020,24.526798278894386,24921190000.0,3997.192795837087,10450130000.0,6234673.0,26.2,30.9986370324013
El Salvador,SLV,2021,28.781495389272642,29043140000.0,4642.607431013421,15411330000.0,6255782.0,24.6,30.3043325211094
El Salvador,SLV,2022,32.43348314973398,31870120000.0,5074.602102218056,17932560000.0,6280319.0,26.6,31.4538910186841
El Salvador,SLV,2023,31.397143139026056,33853940000.000004,5365.444913991706,17034500000.0,6309624.0,27.2,32.3802636612661
El Salvador,SLV,2024,32.76070438083345,35364960000.0,5579.659691650286,18354040000.0,6338193.0,,32.8347079463918
Guatemala,GTM,2015,19.82990710939319,62186066547.6566,3893.5053329906823,18695335889.89414,15971743.0,,21.9573684260954
Guatemala,GTM,2016,18.753087949947968,66053408205.88381,4060.1378473764325,18243717862.39807,16268760.0,,
Guatemala,GTM,2017,18.495039416429325,71653780740.42258,4324.997689156005,19758074270.89419,16567357.0,,
Guatemala,GTM,2018,18.169325848880227,73328356007.6152,4352.9459328970715,21149627997.257675,16845685.0,,
Guatemala,GTM,2019,17.611972774527363,77172331693.4093,4511.998395526965,21534755007.926777,17103803.0,,22.559501429793
Guatemala,GTM,2020,16.343611807596652,77719468248.36661,4477.617850006646,19272211289.037964,17357325.0,,
Guatemala,GTM,2021,17.629656985658357,86455522272.73833,4912.622404146814,27347172019.298748,17598650.0,,
Guatemala,GTM,2022,18.945499982306266,95641446500.65228,5358.70156997677,33938882319.658493,17847877.0,,
Guatemala,GTM,2023,16.606237796627394,104368755054.60054,5758.327608478517,33075327816.461086,18124838.0,56.0,27.2948879201171
Guatemala,GTM,2024,15.892871947237069,113199581158.20274,6150.025714385053,35602767957.055824,18406359.0,,
Haiti,HTI,2015,11.767746984447989,14849629308.602478,1411.1268474679646,4481319815.997256,10523242.0,,
Haiti,HTI,2016,11.601970943233084,14069277526.227812,1318.402681679532,4193901268.3958592,10671457.0,,
Haiti,HTI,2017,11.003470344206736,15093357161.149847,1395.2394518446108,4689668692.241819,10817754.0,,
Haiti,HTI,2018,10.780822591735463,16403864617.84576,1496.3804897015589,5635999404.483155,10962362.0,,
Haiti,HTI,2019,10.55767343348492,15016090929.512514,1352.1720419153248,5107129494.684171,11105163.0,,
Haiti,HTI,2020,7.65100448067923,14508222518.301786,1290.3253866738314,4318064226.361777,11243848.0,,
Haiti,HTI,2021,7.114727544661081,20944387975.70514,1841.3318933722194,6269039005.540525,11374586.0,,
Haiti,HTI,2022,7.2387601158694235,20253551920.551617,1760.626356687774,5932425394.60732,11503606.0,,
Haiti,HTI,2023,5.270689986567537,19850585722.32414,1705.7580846099909,5064824087.51553,11637398.0,,
Haiti,HTI,2024,3.4007749328627144,25224154990.794556,2142.623305267883,4754024348.608249,11772557.0,,
Honduras,HND,2015,45.1667574562581,20979791685.416042,2271.2026598034863,13027957170.539766,9237305.0,,20.3152639116671
Honduras,HND,2016,42.71410478141821,21717604952.183525,2307.3446835108152,12401102552.229212,9412380.0,,21.0025442228384
Honduras,HND,2017,43.09385483701783,23136247990.597725,2413.007656294202,13585432742.523508,9588137.0,,24.5585599156436
Honduras,HND,2018,41.45481656132466,24067750760.49897,2464.642415319176,14945193703.413267,9765210.0,,26.3838242053705
Honduras,HND,2019,40.21896373889644,24882225741.811867,2502.327443280727,14740482898.63382,9943633.0,,25.3231382609304
Honduras,HND,2020,35.87514010303779,23352232483.75501,2307.6149431951144,12172518449.66624,10119640.0,,
Honduras,HND,2021,39.36539835992547,28144331506.614887,2735.1475150397705,18014411249.193527,10289877.0,73.6,
Honduras,HND,2022,42.43918179489615,31426041806.798485,3003.289968263993,22079730541.78095,10463872.0,,
Honduras,HND,2023,37.368680471371945,34355805527.97949,3227.4576250977575,21102469277.768272,10644851.0,64.1,
Honduras,HND,2024,33.54910099404953,37093565854.04368,3426.4348332892264,21351448804.04199,10825703.0,62.9,23.3177890777588
Honduras,HND,2025,,,,,,60.1,
Mexico,MEX,2015,34.16277268732376,1213294467716.8804,10021.238611882723,439821695268.0063,121072306.0,,31.9718608856201
Mexico,MEX,2016,36.815677251480814,1112233497452.6975,9097.923976747688,432376614131.8249,122251351.0,43.2,38.589771270752
Mexico,MEX,2017,37.51408861988743,1190721475906.0,9649.278167724024,469597181245.7622,123400057.0,,40.3390693664551
Mexico,MEX,2018,39.04393044193307,1256300182879.7263,10084.793756202112,517202845542.8614,124573711.0,41.9,41.6382789611816
Mexico,MEX,2019,38.5296507920009,1304106203902.452,10369.555358527137,507718819549.7703,125762982.0,,43.0441398620605
Mexico,MEX,2020,39.23537209041149,1121064767308.4233,8841.270750398684,421735413258.9592,126799054.0,43.9,45.1654510498047
Mexico,MEX,2021,40.56919320101942,1316569466685.9507,10314.050672211482,559543398297.8243,127648148.0,,45.6506195068359
Mexico,MEX,2022,42.93229021337019,1466934724293.064,11405.79404737593,672827146643.746,128613117.0,36.3,46.4061317443848
Mexico,MEX,2023,36.06939516437552,1798317581486.8833,13860.95978093256,674539330290.5835,129739759.0,,47.474681854248
Mexico,MEX,2024,36.70336881651773,1856365616165.938,14185.781224852855,703294122576.6406,130861007.0,29.6,48.203441619873
Nicaragua,NIC,2015,40.08377828884117,12756696261.067633,2074.4562063473063,7412965477.112264,6149417.0,,
Nicaragua,NIC,2016,38.882026390657906,13286093388.475203,2131.6870482832232,7298277150.851883,6232666.0,24.9,
Nicaragua,NIC,2017,41.338969262606035,13785893007.47687,2182.61380995674,7587978452.987545,6316231.0,,
Nicaragua,NIC,2018,42.27714743726655,13025221974.231974,2035.165493905072,6735028772.981971,6400080.0,,
Nicaragua,NIC,2019,44.80442978519247,12699023614.244963,1958.6205152809537,6252718088.977499,6483657.0,,
Nicaragua,NIC,2020,41.746100541175494,12726422432.486843,1938.4470475438154,5967676880.886975,6565267.0,,
Nicaragua,NIC,2021,46.404243064290505,14209020361.850782,2138.385884694495,8497441441.627918,6644741.0,,
Nicaragua,NIC,2022,49.89577473583092,15634572502.229374,2322.8905396458313,10249854373.956308,6730654.0,,
Nicaragua,NIC,2023,45.849371773287736,17805842283.872475,2609.444920729308,10532819127.715738,6823613.0,,30.3635101318359
Nicaragua,NIC,2024,40.46306248959975,19693982967.592556,2847.53966339498,11434873062.420307,6916140.0,,
Panama,PAN,2015,47.38661991709584,55767806073.1781,14082.65484349964,27433598900.0,3960035.0,23.0,47.5819435584313
Panama,PAN,2016,41.74075546299866,59760858717.8359,14832.36116524589,25491123600.0,4029086.0,22.1,48.3799959758914
Panama,PAN,2017,41.47101067478029,64327688826.3137,15694.629751849472,27388495500.0,4098707.0,20.7,
Panama,PAN,2018,42.34710444051439,67316471181.248795,16151.327343348576,29473747537.6633,4167860.0,21.4,
Panama,PAN,2019,40.214174485733174,69778991192.55711,16477.906626811135,28061255725.4778,4234700.0,21.5,
Panama,PAN,2020,36.26908816404875,57059846521.5327,13290.560839774871,18505270156.145203,4293261.0,,44.9372948646286
Panama,PAN,2021,41.60670401082441,67396392506.23779,15509.80691241387,25965646116.5008,4345405.0,21.8,52.7147829654218
Panama,PAN,2022,48.026597833341484,76479304470.9375,17378.607001755714,34758827459.4677,4400773.0,22.2,57.8162831217614
Panama,PAN,2023,45.62924401038213,83812155244.3352,18797.193399404456,35804273222.3299,4458759.0,21.7,53.6949637061742
Panama,PAN,2024,44.35784221977012,86523959131.7472,19161.218850159614,34017704881.4902,4515577.0,,
Paraguay,PRY,2015,34.734658699949286,36211447840.102715,5879.337923087617,11652991232.528555,6159103.0,,
Paraguay,PRY,2016,37.143232905214354,36089700222.95461,5775.159633995956,11049252331.826405,6249126.0,,
Paraguay,PRY,2017,38.169284540390095,38997129473.56131,6152.267115377905,12834286732.101223,6338660.0,,
Paraguay,PRY,2018,36.85322353644816,40225448340.63409,6258.449916409836,14165793923.640003,6427382.0,,
Paraguay,PRY,2019,36.08729094344127,37925338329.15601,5821.181995487379,13325018618.923489,6515058.0,,
Paraguay,PRY,2020,33.27062698502225,35432178068.17563,5365.472207211041,10448804213.9342,6603739.0,,
Paraguay,PRY,2021,35.487092510142574,39950899938.74741,5976.93179789949,13685252889.777893,6684182.0,,
Paraguay,PRY,2022,34.3693845850532,41952910858.08456,6205.625953793195,16516240284.998934,6760464.0,25.5,
Paraguay,PRY,2023,42.064190212922675,43118053174.54609,6299.990265337135,17394262696.7477,6844146.0,22.7,
Paraguay,PRY,2024,37.201681468997855,44458118397.44454,6416.097089708445,17618518948.7134,6929153.0,20.1,
Peru,PER,2015,21.287325285895804,189802976285.61893,6231.711503388939,45316302180.69808,30457600.0,21.8,
Peru,PER,2016,22.600313740990753,191898104390.37863,6217.03599995447,43730752205.44097,30866494.0,20.7,73.2223205566406
Peru,PER,2017,24.71987197469727,211007984080.91058,6736.16693725487,48096481262.92751,31324637.0,21.7,71.2404708862305
Peru,PER,2018,25.19218467224722,222597009739.23532,6978.491215486268,52175148626.10422,31897584.0,20.5,
Peru,PER,2019,24.03908743490677,228346006003.64822,7037.008036926039,52301323565.592865,32449303.0,20.2,
Peru,PER,2020,23.01144314299312,201409694755.93436,6133.3255241018305,42768390081.5493,32838579.0,30.1,
Peru,PER,2021,29.23585959391129,226328766459.63437,6826.20255614477,59278649388.7213,33155882.0,25.9,
Peru,PER,2022,28.831860770197498,246065570308.15494,7350.6303430041735,70042848042.8955,33475438.0,27.5,
Peru,PER,2023,27.135305824120735,266958720837.98767,7887.54185920108,63135412810.31757,33845617.0,29.0,
Peru,PER,2024,28.537590882722103,289221969062.9408,8452.371670566214,66342594208.199326,34217848.0,27.6,
Uruguay,URY,2015,22.477851251574126,57680327998.668884,17125.901680029787,13180179645.554583,3368017.0,,57.7897211461691
Uruguay,URY,2016,26.931657601642662,57480787465.27156,17009.75842072758,12380729777.936914,3379283.0,,59.6462945758069
Uruguay,URY,2017,25.931181060629633,65005997963.48216,19184.650261708244,13291661435.88456,3388438.0,,59.7518904286933
Uruguay,URY,2018,26.421543943430613,65344577415.75352,19249.94046775007,13963983638.477503,3394534.0,,60.2781342968002
Uruguay,URY,2019,27.905369583679594,62222313618.84535,18315.731698002815,13589020113.954254,3397206.0,,61.9644279466795
Uruguay,URY,2020,26.188280623320985,53559359261.826,15757.53559957787,11538610209.359457,3398968.0,,64.9332150107214
Uruguay,URY,2021,32.94460520173202,60739084240.863335,17881.81872109899,15409770385.77463,3396695.0,,75.1713873701582
Uruguay,URY,2022,33.33161301332629,70594110920.03578,20818.614609114353,19553991329.302654,3390913.0,9.9,76.3977408357972
Uruguay,URY,2023,28.140301234303696,77991666837.73819,23019.42215600459,19319070767.640472,3388081.0,19.7,79.9536903496537
Uruguay,URY,2024,28.760771916719293,80961511073.57965,23906.51330294079,19191233872.94693,3386588.0,17.3,
"Venezuela, RB",VEN,2015,40.7360976438028,125449241571.39124,4103.138498700504,24528774646.925716,30573972.0,33.1,
"Venezuela, RB",VEN,2016,31.118404084583613,112915034262.31366,3670.157378482079,11504701818.676777,30765720.0,,
"Venezuela, RB",VEN,2017,33.30644030442499,115883275162.58571,3791.331606820766,10749906847.949505,30565323.0,,
"Venezuela, RB",VEN,2018,42.55553208787649,102021093964.68214,3422.6546701485363,12333875558.917515,29807592.0,,
"Venezuela, RB",VEN,2019,47.19609819089944,73014084091.30003,2523.112752306666,7982770099.130435,28938098.0,,
"Venezuela, RB",VEN,2020,13.005813991042917,42838020721.19954,1506.0436210041037,5605535147.314203,28444077.0,,
"Venezuela, RB",VEN,2021,15.349994124362611,56614976854.549866,2004.9339794979212,7856090023.397806,28237826.0,,
"Venezuela, RB",VEN,2022,16.349207455802038,89013255584.74992,3155.0420709968707,10280202848.89804,28213017.0,,
"Venezuela, RB",VEN,2023,18.066926853708733,102376526555.94783,3617.4359457826904,10265991382.646555,28300854.0,,
"Venezuela, RB",VEN,2024,16.859848704082147,119802963257.78268,4217.5910264339145,11047411083.965446,28405543.0,,
